2018-02-21 15:30:07,172.68,1472.25,1102.46
2018-03-05 22:46:44,176.82,1090.93,1523.61
2018-03-05 22:46:50,176.82,1090.93,1523.61
2018-03-05 22:46:55,176.82,1090.93,1523.61
2018-03-05 22:46:59,176.82,1090.93,1523.61
2018-03-05 22:47:04,176.82,1090.93,1523.61
2018-03-05 22:47:08,176.82,1090.93,1523.61
2018-03-05 22:47:13,176.82,1090.93,1523.61
2018-03-05 22:47:17,176.82,1090.93,1523.61
2018-03-05 22:47:22,176.82,1090.93,1523.61
2018-03-05 22:47:27,176.82,1090.93,1523.61
2018-03-05 22:47:32,176.82,1090.93,1523.61
2018-03-05 22:47:37,176.82,1090.93,1523.61
2018-03-05 22:47:41,176.82,1090.93,1523.61
2018-03-05 22:47:46,176.82,1090.93,1523.61
2018-03-05 22:47:51,176.82,1090.93,1523.61
2018-03-05 22:47:56,176.82,1090.93,1523.61
2018-03-05 22:48:00,176.82,1090.93,1523.61
2018-03-05 22:48:05,176.82,1090.93,1523.61
2018-03-05 22:48:10,176.82,1090.93,1523.61
2018-03-05 22:48:17,176.82,1090.93,1523.61
2018-03-05 22:48:22,176.82,1090.93,1523.61
2018-03-05 22:48:28,176.82,1090.93,1523.61
2018-03-05 22:48:33,176.82,1090.93,1523.61
2018-03-05 22:48:38,176.82,1090.93,1523.61
2018-03-05 22:48:42,176.82,1090.93,1523.61
2018-03-05 22:48:47,176.82,1090.93,1523.61
2018-03-05 22:48:51,176.82,1090.93,1523.61
2018-03-05 22:48:56,176.82,1090.93,1523.61
2018-03-05 22:49:00,176.82,1090.93,1523.61
2018-03-05 22:49:05,176.82,1090.93,1523.61
2018-03-05 22:49:09,176.82,1090.93,1523.61
2018-03-05 22:49:13,176.82,1090.93,1523.61
2018-03-05 22:49:19,176.82,1090.93,1523.61
2018-03-05 22:49:24,176.82,1090.93,1523.61
2018-03-05 22:49:30,176.82,1090.93,1523.61
2018-03-05 22:49:35,176.82,1090.93,1523.61
2018-03-05 22:49:40,176.82,1090.93,1523.61
2018-03-05 22:49:44,176.82,1090.93,1523.61
2018-03-05 22:49:48,176.82,1090.93,1523.61
2018-03-05 22:49:53,176.82,1090.93,1523.61
2018-03-05 22:49:57,176.82,1090.93,1523.61
2018-03-05 22:50:02,176.82,1090.93,1523.61
2018-03-05 22:50:06,176.82,1090.93,1523.61
2018-03-05 22:50:10,176.82,1090.93,1523.61
2018-03-05 22:50:14,176.82,1090.93,1523.61
2018-03-05 22:50:19,176.82,1090.93,1523.61
2018-03-05 22:50:24,176.82,1090.93,1523.61
2018-03-05 22:50:28,176.82,1090.93,1523.61
2018-03-05 22:50:32,176.82,1090.93,1523.61
2018-03-05 22:50:37,176.82,1090.93,1523.61
2018-03-05 22:50:41,176.82,1090.93,1523.61
2018-03-05 22:50:46,176.82,1090.93,1523.61
2018-03-05 22:50:51,176.82,1090.93,1523.61
2018-03-05 22:50:57,176.82,1090.93,1523.61
2018-03-05 22:51:01,176.82,1090.93,1523.61
2018-03-05 22:51:05,176.82,1090.93,1523.61
2018-03-05 22:51:10,176.82,1090.93,1523.61
2018-03-05 22:51:14,176.82,1090.93,1523.61
2018-03-05 22:51:18,176.82,1090.93,1523.61
2018-03-05 22:51:23,176.82,1090.93,1523.61
2018-03-05 22:51:27,176.82,1090.93,1523.61
2018-03-05 22:51:32,176.82,1090.93,1523.61
2018-03-05 22:51:36,176.82,1090.93,1523.61
2018-03-05 22:51:40,176.82,1090.93,1523.61
2018-03-05 22:51:44,176.82,1090.93,1523.61
2018-03-05 22:51:48,176.82,1090.93,1523.61
2018-03-05 22:51:53,176.82,1090.93,1523.61
2018-03-05 22:51:57,176.82,1090.93,1523.61
2018-03-05 22:52:02,176.82,1090.93,1523.61
2018-03-05 22:52:06,176.82,1090.93,1523.61
2018-03-05 22:52:12,176.82,1090.93,1523.61
2018-03-05 22:52:17,176.82,1090.93,1523.61
2018-03-05 22:52:21,176.82,1090.93,1523.61
2018-03-05 22:52:25,176.82,1090.93,1523.61
2018-03-05 22:52:30,176.82,1090.93,1523.61
2018-03-05 22:52:34,176.82,1090.93,1523.61
2018-03-05 22:52:38,176.82,1090.93,1523.61
2018-03-05 22:52:42,176.82,1090.93,1523.61
2018-03-05 22:52:46,176.82,1090.93,1523.61
2018-03-05 22:52:51,176.82,1090.93,1523.61
2018-03-05 22:52:55,176.82,1090.93,1523.61
2018-03-05 22:52:59,176.82,1090.93,1523.61
2018-03-05 22:53:04,176.82,1090.93,1523.61
2018-03-05 22:53:08,176.82,1090.93,1523.61
2018-03-05 22:53:13,176.82,1090.93,1523.61
2018-03-05 22:53:17,176.82,1090.93,1523.61
2018-03-05 22:53:33,176.82,1090.93,1523.61
2018-03-05 22:53:40,176.82,1090.93,1523.61
2018-03-05 22:53:45,176.82,1090.93,1523.61
2018-03-05 22:53:49,176.82,1090.93,1523.61
2018-03-05 22:53:54,176.82,1090.93,1523.61
2018-03-05 22:53:58,176.82,1090.93,1523.61
2018-03-05 22:54:03,176.82,1090.93,1523.61
2018-03-05 22:54:07,176.82,1090.93,1523.61
2018-03-05 22:54:11,176.82,1090.93,1523.61
